Plugin,status,Plugin Name,Family,Severity,remark,IP Address,Exploit?,Repository,MAC Address,Plugin Output,Synopsis,Description,See Also,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V2 Vector,CVSS V3 Vector,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID
1009370,,1.1.5.4 Ensure nosuid option set on /var/log partition,N/A,High,manual,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.5.4 Ensure nosuid option set on /var/log partition

Information: The nosuid mount option specifies that the filesystem cannot contain setuid files. Since the /var/log filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /var/log.

Result: FAILED

Actual Value: The command '/bin/mount | /bin/grep 'on /var/log '' returned : 

/dev/mapper/rootvg-var_log on /var/log type xfs (rw,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /var/log '
expect: [\s]*[,]?nosuid
system: Linux

Solution: Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log partition. See the fstab(5) manual page for more information. Run the following command to remount /var/log- # mount -o remount,nosuid /var/log

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009371,,1.1.6.2 Ensure noexec option set on /var/log/audit partition,N/A,High,manual,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.6.2 Ensure noexec option set on /var/log/audit partition

Information: The noexec mount option specifies that the filesystem cannot contain executable binaries. Since the /var/log/audit filesystem is only intended for temporary file storage, set this option to ensure that users cannot run executable binaries from /var/log/audit.

Result: FAILED

Actual Value: The command '/bin/mount | /bin/grep 'on /var/log/audit '' returned : 

/dev/mapper/rootvg-var_log_audit on /var/log/audit type xfs (rw,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /var/log/audit '
expect: [\s]*[,]?noexec
system: Linux

Solution: Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/log/audit partition. See the fstab(5) manual page for more information. Run the following command to remount /var/log/audit- # mount -o remount,noexec /var/log/audit

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,CSCv6|2,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,CSCv6 #2,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009372,,1.1.6.3 Ensure nodev option set on /var/log/audit partition,N/A,High,manual,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.6.3 Ensure nodev option set on /var/log/audit partition

Information: The nodev mount option specifies that the filesystem cannot contain special devices. Since the /var/log/audit filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /var/log/audit.

Result: FAILED

Actual Value: The command '/bin/mount | /bin/grep 'on /var/log/audit '' returned : 

/dev/mapper/rootvg-var_log_audit on /var/log/audit type xfs (rw,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /var/log/audit '
expect: [\s]*[,]?nodev
system: Linux

Solution: Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/log/audit partition. See the fstab(5) manual page for more information. Run the following command to remount /var/log/audit- # mount -o remount,nodev /var/log/audit

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009373,,1.1.6.4 Ensure nosuid option set on /var/log/audit partition,N/A,High,manual,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.6.4 Ensure nosuid option set on /var/log/audit partition

Information: The nosuid mount option specifies that the filesystem cannot contain setuid files. Since the /var/log/audit filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /var/log/audit.

Result: FAILED

Actual Value: The command '/bin/mount | /bin/grep 'on /var/log/audit '' returned : 

/dev/mapper/rootvg-var_log_audit on /var/log/audit type xfs (rw,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /var/log/audit '
expect: [\s]*[,]?nosuid
system: Linux

Solution: Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log/audit partition. See the fstab(5) manual page for more information. Run the following command to remount /var/log/audit- # mount -o remount,nosuid /var/log/audit

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009374,,1.1.7.2 Ensure nodev option set on /home partition,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.7.2 Ensure nodev option set on /home partition

Information: The nodev mount option specifies that the filesystem cannot contain special devices. Since the user partitions are not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices.

Result: PASSED

Actual Value: The command '/bin/mount | /bin/grep 'on /home '' returned : 

/dev/mapper/rootvg-home on /home type xfs (rw,nodev,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /home '
expect: [\s]*[,]?nodev
system: Linux

Solution: Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. See the fstab(5) manual page for more information. # mount -o remount,nodev /home

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009375,failed,1.1.7.3 Ensure nosuid option set on /home partition,N/A,High,manual,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.7.3 Ensure nosuid option set on /home partition

Information: The nosuid mount option specifies that the filesystem cannot contain special devices. Since the user partitions are not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices.

Result: FAILED

Actual Value: The command '/bin/mount | /bin/grep 'on /home '' returned : 

/dev/mapper/rootvg-home on /home type xfs (rw,nodev,relatime,seclabel,attr2,inode64,noquota)

Policy Value: cmd: /bin/mount | /bin/grep 'on /home '
expect: [\s]*[,]?nosuid
system: Linux

Solution: Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /home partition. See the fstab(5) manual page for more information. # mount -o remount,nosuid /home

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|AC-6,800-171|3.1.7,CSF|PR.AC-4,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #AC-6,800-171 #3.1.7,CSF #PR.AC-4,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009385,,1.2.3 Ensure package manager repositories are configured,N/A,Medium,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.2.3 Ensure package manager repositories are configured

Information: Systems need to have package manager repositories configured to ensure they receive the latest patches and updates. If a system's package repositories are misconfigured important patches may not be identified or a rogue repository could introduce compromised software.

      NOTE: Nessus has provided the target output to assist in reviewing the benchmark to ensure target compliance.

Result: WARNING

Actual Value: The command '/usr/bin/yum repolist' returned : 

Loaded plugins: langpacks, ulninfo
Repodata is over 2 weeks old. Install yum-cron? Or run: yum makecache fast
repo id                              repo name                            status
!local                               OEL7.5                               215
repolist: 215

Policy Value: cmd: /usr/bin/yum repolist
expect: 
system: Linux

Solution: Configure your package manager repositories according to site policy.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|SI-2,800-171|3.14.1,CSF|ID.RA-1,CSF|PR.IP-12,ITSG-33|SI-2,CSCv6|4.5,LEVEL|1NS,SWIFT-CSCv1|2.2",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #SI-2,800-171 #3.14.1,CSF #ID.RA-1,CSF #PR.IP-12,ITSG-33 #SI-2,CSCv6 #4.5,LEVEL #1NS,SWIFT-CSCv1 #2.2","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009393,,1.5.1 Ensure core dump storage is disabled,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.5.1 Ensure core dump storage is disabled

Information: A core dump is the memory of an executable program. It is generally used to determine why a program aborted. It can also be used to glean confidential information from a core file.

Rationale:

A core dump includes a memory image taken at the time the operating system terminates an application. The memory image could contain sensitive data and is generally useful only for developers trying to debug problems.

Result: PASSED

Actual Value: 

Policy Value: PASSED

Solution: Edit /etc/systemd/coredump.conf and edit or add the following line:

Storage=none

See Also: https://workbench.cisecurity.org/files/3811

Reference Information: 800-171|3.1.7,800-53|AC-6(10),800-53r5|AC-6(10),CN-L3|7.1.3.2(b),CN-L3|7.1.3.2(g),CN-L3|8.1.4.2(d),CN-L3|8.1.10.6(a),CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ITSG-33|AC-6,LEVEL|1A,NESA|T5.1.1,NESA|T5.2.2,NESA|T5.4.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.3,NIAv2|AM1,NIAv2|AM23f,NIAv2|SS13c,NIAv2|SS15c,PCI-DSSv3.2.1|7.1.2,PCI-DSSv4.0|7.2.1,PCI-DSSv4.0|7.2.2,QCSC-v1|5.2.2,QCSC-v1|6.2,SWIFT-CSCv1|5.1,TBA-FIISB|31.4.2,TBA-FIISB|31.4.3",,,https://workbench.cisecurity.org/files/3811,,,,,,,,,,,,"auditFile #unix,800-171 #3.1.7,800-53 #AC-6(10),800-53r5 #AC-6(10),CN-L3 #7.1.3.2(b),CN-L3 #7.1.3.2(g),CN-L3 #8.1.4.2(d),CN-L3 #8.1.10.6(a),CSF #PR.AC-4,GDPR #32.1.b,HIPAA #164.306(a)(1),HIPAA #164.312(a)(1),ITSG-33 #AC-6,LEVEL #1A,NESA #T5.1.1,NESA #T5.2.2,NESA #T5.4.1,NESA #T5.4.4,NESA #T5.4.5,NESA #T5.5.4,NESA #T5.6.1,NESA #T7.5.3,NIAv2 #AM1,NIAv2 #AM23f,NIAv2 #SS13c,NIAv2 #SS15c,PCI-DSSv3.2.1 #7.1.2,PCI-DSSv4.0 #7.2.1,PCI-DSSv4.0 #7.2.2,QCSC-v1 #5.2.2,QCSC-v1 #6.2,SWIFT-CSCv1 #5.1,TBA-FIISB #31.4.2,TBA-FIISB #31.4.3","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009394,,1.5.2 Ensure core dump backtraces are disabled,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.5.2 Ensure core dump backtraces are disabled

Information: A core dump is the memory of an executable program. It is generally used to determine why a program aborted. It can also be used to glean confidential information from a core file.

Rationale:

A core dump includes a memory image taken at the time the operating system terminates an application. The memory image could contain sensitive data and is generally useful only for developers trying to debug problems, increasing the risk to the system.

Result: PASSED

Actual Value: 

Policy Value: PASSED

Solution: Edit or add the following line in /etc/systemd/coredump.conf:

ProcessSizeMax=0

Default Value:

ProcessSizeMax=2G

See Also: https://workbench.cisecurity.org/files/3811

Reference Information: 800-171|3.1.7,800-53|AC-6(10),800-53r5|AC-6(10),CN-L3|7.1.3.2(b),CN-L3|7.1.3.2(g),CN-L3|8.1.4.2(d),CN-L3|8.1.10.6(a),CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ITSG-33|AC-6,LEVEL|1A,NESA|T5.1.1,NESA|T5.2.2,NESA|T5.4.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.3,NIAv2|AM1,NIAv2|AM23f,NIAv2|SS13c,NIAv2|SS15c,PCI-DSSv3.2.1|7.1.2,PCI-DSSv4.0|7.2.1,PCI-DSSv4.0|7.2.2,QCSC-v1|5.2.2,QCSC-v1|6.2,SWIFT-CSCv1|5.1,TBA-FIISB|31.4.2,TBA-FIISB|31.4.3",,,https://workbench.cisecurity.org/files/3811,,,,,,,,,,,,"auditFile #unix,800-171 #3.1.7,800-53 #AC-6(10),800-53r5 #AC-6(10),CN-L3 #7.1.3.2(b),CN-L3 #7.1.3.2(g),CN-L3 #8.1.4.2(d),CN-L3 #8.1.10.6(a),CSF #PR.AC-4,GDPR #32.1.b,HIPAA #164.306(a)(1),HIPAA #164.312(a)(1),ITSG-33 #AC-6,LEVEL #1A,NESA #T5.1.1,NESA #T5.2.2,NESA #T5.4.1,NESA #T5.4.4,NESA #T5.4.5,NESA #T5.5.4,NESA #T5.6.1,NESA #T7.5.3,NIAv2 #AM1,NIAv2 #AM23f,NIAv2 #SS13c,NIAv2 #SS15c,PCI-DSSv3.2.1 #7.1.2,PCI-DSSv4.0 #7.2.1,PCI-DSSv4.0 #7.2.2,QCSC-v1 #5.2.2,QCSC-v1 #6.2,SWIFT-CSCv1 #5.1,TBA-FIISB #31.4.2,TBA-FIISB #31.4.3","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009396,,1.6.1.4 Ensure the SELinux mode is not disabled - /etc/selinux/config,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.6.1.4 Ensure the SELinux mode is not disabled - /etc/selinux/config

Information: SELinux can run in one of three modes: disabled, permissive, or enforcing:

Enforcing - Is the default, and recommended, mode of operation; in enforcing mode SELinux operates normally, enforcing the loaded security policy on the entire system.

Permissive - The system acts as if SELinux is enforcing the loaded security policy, including labeling objects and emitting access denial entries in the logs, but it does not actually deny any operations. While not recommended for production systems, permissive mode can be helpful for SELinux policy development.

Disabled - Is strongly discouraged; not only does the system avoid enforcing the SELinux policy, it also avoids labeling any persistent objects such as files, making it difficult to enable SELinux in the future

Note: you can set individual domains to permissive mode while the system runs in enforcing mode. For example, to make the httpd_t domain permissive:

# semanage permissive -a httpd_t

Rationale:

Running SELinux in disabled mode is strongly discouraged; not only does the system avoid enforcing the SELinux policy, it also avoids labeling any persistent objects such as files, making it difficult to enable SELinux in the future.

Result: PASSED

Actual Value: Compliant file(s):
      /etc/selinux/config - regex '^[\s]*(?i)SELINUX(?-i)[\s]*=' found - expect '^[\s]*(?i)SELINUX(?-i)[\s]*=[\s]*(?i)(enforcing)(?-i)[\s]*$' found in the following lines:
          7: SELINUX=enforcing

Policy Value: expect: ^[\s]*(?i)SELINUX(?-i)[\s]*=[\s]*(?i)(enforcing)(?-i)[\s]*$
file: /etc/selinux/config
regex: ^[\s]*(?i)SELINUX(?-i)[\s]*=
system: Linux

Solution: Run one of the following commands to set SELinux's running mode:
To set SELinux mode to Enforcing:

# setenforce 1

OR
To set SELinux mode to Permissive:

# setenforce 0

Edit the /etc/selinux/config file to set the SELINUX parameter:
For Enforcing mode:

SELINUX=enforcing

OR
For Permissive mode:

SELINUX=permissive

See Also: https://workbench.cisecurity.org/files/3811

Reference Information: 800-171|3.1.1,800-171|3.1.4,800-171|3.1.5,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|AC-5,800-53|AC-6,800-53|MP-2,800-53r5|AC-3,800-53r5|AC-5,800-53r5|AC-6,800-53r5|MP-2,CN-L3|7.1.3.2(b),CN-L3|7.1.3.2(g),CN-L3|8.1.4.2(d),CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.1.10.6(a),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.DS-5,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.6.1.2,ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|AC-5,ITSG-33|AC-6,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.1.1,NESA|T5.2.2,NESA|T5.4.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM1,NIAv2|AM3,NIAv2|AM23f,NIAv2|SS13c,NIAv2|SS15c,NIAv2|SS29,PCI-DSSv3.2.1|7.1.2,PCI-DSSv4.0|7.2.1,PCI-DSSv4.0|7.2.2,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|13.2,SWIFT-CSCv1|5.1,TBA-FIISB|31.1,TBA-FIISB|31.4.2,TBA-FIISB|31.4.3",,,https://workbench.cisecurity.org/files/3811,,,,,,,,,,,,"auditFile #unix,800-171 #3.1.1,800-171 #3.1.4,800-171 #3.1.5,800-171 #3.8.1,800-171 #3.8.2,800-171 #3.8.3,800-53 #AC-3,800-53 #AC-5,800-53 #AC-6,800-53 #MP-2,800-53r5 #AC-3,800-53r5 #AC-5,800-53r5 #AC-6,800-53r5 #MP-2,CN-L3 #7.1.3.2(b),CN-L3 #7.1.3.2(g),CN-L3 #8.1.4.2(d),CN-L3 #8.1.4.2(f),CN-L3 #8.1.4.11(b),CN-L3 #8.1.10.2(c),CN-L3 #8.1.10.6(a),CN-L3 #8.5.3.1,CN-L3 #8.5.4.1(a),CSCv7 #14.6,CSCv8 #3.3,CSF #PR.AC-4,CSF #PR.DS-5,CSF #PR.PT-2,CSF #PR.PT-3,GDPR #32.1.b,HIPAA #164.306(a)(1),HIPAA #164.312(a)(1),ISO/IEC-27001 #A.6.1.2,ISO/IEC-27001 #A.9.4.1,ISO/IEC-27001 #A.9.4.5,ITSG-33 #AC-3,ITSG-33 #AC-5,ITSG-33 #AC-6,ITSG-33 #MP-2,ITSG-33 #MP-2a.,LEVEL #1A,NESA #T1.3.2,NESA #T1.3.3,NESA #T1.4.1,NESA #T4.2.1,NESA #T5.1.1,NESA #T5.2.2,NESA #T5.4.1,NESA #T5.4.4,NESA #T5.4.5,NESA #T5.5.4,NESA #T5.6.1,NESA #T7.5.2,NESA #T7.5.3,NIAv2 #AM1,NIAv2 #AM3,NIAv2 #AM23f,NIAv2 #SS13c,NIAv2 #SS15c,NIAv2 #SS29,PCI-DSSv3.2.1 #7.1.2,PCI-DSSv4.0 #7.2.1,PCI-DSSv4.0 #7.2.2,QCSC-v1 #3.2,QCSC-v1 #5.2.2,QCSC-v1 #6.2,QCSC-v1 #13.2,SWIFT-CSCv1 #5.1,TBA-FIISB #31.1,TBA-FIISB #31.4.2,TBA-FIISB #31.4.3","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009397,,1.7.1 Ensure message of the day is configured properly,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.7.1 Ensure message of the day is configured properly

Information: The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: m - machine architecture (uname -m) r - operating system release (uname -r) s - operating system name v - operating system version (uname -v) Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the 'uname -a' command once they have logged in.

Result: PASSED

Actual Value: The file """"/etc/motd"""" does not contain """"\\[mrsv]""""

Policy Value: expect: \\[mrsv]
file: /etc/motd
regex: \\[mrsv]
system: Linux

Solution: Edit the /etc/motd file with the appropriate contents according to your site policy, remove any instances of m, r, s, or v.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-6,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4,800-171|3.4.2,CSF|PR.IP-1,ITSG-33|CM-6,CSCv6|3.1,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-6,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4,800-171 #3.4.2,CSF #PR.IP-1,ITSG-33 #CM-6,CSCv6 #3.1,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009398,,1.7.2 Ensure local login warning banner is configured properly,N/A,High,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.7.2 Ensure local login warning banner is configured properly

Information: The contents of the /etc/issue file are displayed to users prior to login for local terminals.

Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: m - machine architecture r - operating system release s - operating system name v - operating system version - or the operating system's name

Rationale:

Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the ' uname -a ' command once they have logged in.

Result: FAILED

Actual Value: First ERROR: This is a != This system is
This is a private computer system.  Access is permitted to authorised users only. Unauthorised access is an offence and may attract criminal penalties.  If you are not an authorised user of this private computer system please leave immediately.

Policy Value: This system is restricted to CIMB authorised users only. Illegal and/or unauthorised access is strictly prohibited. All activities on this system will be monitored and appropriate action will be taken against unauthorised users.

Solution: Edit the /etc/issue file with the appropriate contents according to your site policy, remove any instances of m , r , s , v or references to the OS platform

# echo 'Authorized uses only. All activity may be monitored and reported.' > /etc/issue

See Also: https://workbench.cisecurity.org/files/3811

Reference Information: 800-171|3.1.9,800-53|AC-8,800-53r5|AC-8,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|AC-8,LEVEL|1A,NESA|M1.3.6,TBA-FIISB|45.2.4",,,https://workbench.cisecurity.org/files/3811,,,,,,,,,,,,"auditFile #unix,800-171 #3.1.9,800-53 #AC-8,800-53r5 #AC-8,GDPR #32.1.b,HIPAA #164.306(a)(1),ITSG-33 #AC-8,LEVEL #1A,NESA #M1.3.6,TBA-FIISB #45.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1009399,,1.7.3 Ensure remote login warning banner is configured properly,N/A,High,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.7.3 Ensure remote login warning banner is configured properly

Information: The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services.

Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: m - machine architecture r - operating system release s - operating system name v - operating system version

Rationale:

Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the ' uname -a ' command once they have logged in.

Result: FAILED

Actual Value: First ERROR: This is a != This system is
This is a private computer system.  Access is permitted to authorised users only. Unauthorised access is an offence and may attract criminal penalties.  If you are not an authorised user of this private computer system please leave immediately.

Policy Value: This system is restricted to CIMB authorised users only. Illegal and/or unauthorised access is strictly prohibited. All activities on this system will be monitored and appropriate action will be taken against unauthorised users.

Solution: Edit the /etc/issue.net file with the appropriate contents according to your site policy, remove any instances of m , r , s , v or references to the OS platform

# echo 'Authorized uses only. All activity may be monitored and reported.' > /etc/issue.net

See Also: https://workbench.cisecurity.org/files/3811

Reference Information: 800-171|3.1.9,800-53|AC-8,800-53r5|AC-8,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|AC-8,LEVEL|1A,NESA|M1.3.6,TBA-FIISB|45.2.4",,,https://workbench.cisecurity.org/files/3811,,,,,,,,,,,,"auditFile #unix,800-171 #3.1.9,800-53 #AC-8,800-53r5 #AC-8,GDPR #32.1.b,HIPAA #164.306(a)(1),ITSG-33 #AC-8,LEVEL #1A,NESA #M1.3.6,TBA-FIISB #45.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
